mouse_gene,human_target,source,compound,compound_id,direction,directionality,mechanism_of_action,direct_interaction,max_phase,approved,interaction_score,evidence_source,first_approval,molecule_type,black_box_warning,withdrawn,oral,parenteral,pchembl_best,potency_assay_type,potency_standard_type,compound_direction_class,desired_direction_for_target,direction_matches_desired,human_target_score
Stat3,STAT3,DGIdb,NICLOSAMIDE,rxcui:7402,,,,,approved,True,0.0455917222164364,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,ATIPRIMOD,ncit:C52184,,,,,,False,1.230976499843784,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,COMPOUND 8U [PMID: 31999451],iuphar.ligand:10682,inhibitor,INHIBITORY,,,,False,0.6154882499218922,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,YZ-35,iuphar.ligand:14246,inhibitor,INHIBITORY,,,,False,1.230976499843784,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,CELECOXIB,rxcui:140587,,,,,approved,True,0.0378761999951933,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,RECOMBINANT INTERFERON,ncit:C584,,,,,,False,0.0631269999919889,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,WP-1066,drugbank:DB12679,,,,,,False,1.230976499843784,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,DIGITOXIN,rxcui:3403,,,,,approved,True,0.0683875833246547,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,CUCURBITACIN E,chembl:CHEMBL455056,,,,,,False,2.461952999687569,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,CHEMBL:CHEMBL2062869,chembl:CHEMBL2062869,,,,,,False,2.461952999687569,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,OUABAIN,rxcui:7762,,,,,,False,0.1367751666493094,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,AZD1480,iuphar.ligand:5933,,,,,,False,0.4616161874414191,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,WP1066,iuphar.ligand:7972,inhibitor,INHIBITORY,,,,False,0.6154882499218922,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,COMPOUND 6F [PMID: 35476936],iuphar.ligand:11979,inhibitor,INHIBITORY,,,,False,1.230976499843784,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,KT-333,iuphar.ligand:13369,,,,,,False,1.230976499843784,DGIdb: GuideToPharmacology,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,PYRIMETHAMINE,rxcui:9010,,,,,approved,True,0.2461952999687568,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.4692393044799985
Stat3,STAT3,DGIdb,SD-91,iuphar.ligand:11599,inhibitor,INHIBITORY,,,,False,1.230976499843784,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.4692393044799985
Eef2k,EEF2K,DGIdb,COMPOUND 34 [PMID: 20189382],iuphar.ligand:8743,inhibitor,INHIBITORY,,,,False,26.46599474664136,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.4629795254737312
Eef2k,EEF2K,DGIdb,LAPATINIB,rxcui:480167,,,,,approved,True,0.9126205085048746,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,1.4629795254737312
Emp2,EMP2,DGIdb,THERAPEUTIC HORMONE,ncit:C548,,,,,,False,2.405999522421942,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,1.4252215877997998
Tmeff2,TMEFF2,DGIdb,RISPERIDONE,rxcui:35636,,,,,approved,True,1.603999681614628,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,1.3626616017099977
Ptbp1,PTBP1,DGIdb,CHEMBL:CHEMBL592124,chembl:CHEMBL592124,,,,,,False,0.284580588673563,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.2578042076655933
Ptbp1,PTBP1,DGIdb,CHEMBL:CHEMBL586031,chembl:CHEMBL586031,,,,,,False,0.6786152499138812,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.2578042076655933
Ptbp1,PTBP1,DGIdb,CHEMBL:CHEMBL604321,chembl:CHEMBL604321,,,,,,False,0.980222027653384,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.2578042076655933
Ptbp1,PTBP1,DGIdb,CHEMBL:CHEMBL2095095,chembl:CHEMBL2095095,,,,,,False,0.490111013826692,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.2578042076655933
Ptbp1,PTBP1,DGIdb,ELLIPTECINE,chembl:CHEMBL123,,,,,,False,0.2756874452775142,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.2578042076655933
Ptbp1,PTBP1,DGIdb,CHEMBL:CHEMBL578502,chembl:CHEMBL578502,,,,,,False,0.980222027653384,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.2578042076655933
Mitf,MITF,DGIdb,CHEMBL:CHEMBL609606,chembl:CHEMBL609606,,,,,,False,0.0998716782892127,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL95704,chembl:CHEMBL95704,,,,,,False,0.1997433565784254,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL597649,chembl:CHEMBL597649,,,,,,False,0.9987167828921272,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL1373255,chembl:CHEMBL1373255,,,,,,False,0.3329055942973757,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL579957,chembl:CHEMBL579957,,,,,,False,0.3329055942973757,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,PERHEXILINE MALEATE,chembl:CHEMBL1334033,,,,,approved,True,0.0907924348083751,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL405914,chembl:CHEMBL405914,,,,,,False,0.1997433565784254,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL1098875,chembl:CHEMBL1098875,,,,,,False,0.1664527971486878,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL84010,chembl:CHEMBL84010,,,,,,False,0.0665811188594751,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL533082,chembl:CHEMBL533082,,,,,,False,0.1664527971486878,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,DABRAFENIB,rxcui:1424911,,,,,approved,True,0.076824367914779,DGIdb: CIViC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL415711,chembl:CHEMBL415711,,,,,,False,0.9987167828921272,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL582722,chembl:CHEMBL582722,,,,,,False,0.1664527971486878,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL589715,chembl:CHEMBL589715,,,,,,False,0.2496791957230317,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL1442783,chembl:CHEMBL1442783,,,,,,False,0.1997433565784254,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL591834,chembl:CHEMBL591834,,,,,,False,0.1426738261274467,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL22062,chembl:CHEMBL22062,,,,,,False,0.0998716782892127,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL1343568,chembl:CHEMBL1343568,,,,,,False,0.1426738261274467,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL1576310,chembl:CHEMBL1576310,,,,,,False,0.0907924348083751,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL125044,chembl:CHEMBL125044,,,,,,False,0.1109685314324585,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL583997,chembl:CHEMBL583997,,,,,,False,0.9987167828921272,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,PLX-4720,iuphar.ligand:5703,,,,,,False,0.2219370628649171,DGIdb: CIViC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL602718,chembl:CHEMBL602718,,,,,,False,0.0907924348083751,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL578905,chembl:CHEMBL578905,,,,,,False,0.1426738261274467,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL601140,chembl:CHEMBL601140,,,,,,False,0.2496791957230317,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL1453126,chembl:CHEMBL1453126,,,,,,False,0.0832263985743439,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL601351,chembl:CHEMBL601351,,,,,,False,0.2496791957230317,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL259784,chembl:CHEMBL259784,,,,,,False,0.1664527971486878,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,NIFUROXAZIDE,rxcui:31782,,,,,,False,0.1664527971486878,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,METAPHIT METHANESULFONATE,chembl:CHEMBL1256971,,,,,,False,0.2496791957230317,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL578502,chembl:CHEMBL578502,,,,,,False,0.1109685314324585,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL1486366,chembl:CHEMBL1486366,,,,,,False,0.1109685314324585,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,VEMURAFENIB,rxcui:1147220,,,,,approved,True,0.058748046052478,DGIdb: CIViC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,ARTEANNUIN B,chembl:CHEMBL515516,,,,,,False,0.4993583914460635,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL1989750,chembl:CHEMBL1989750,,,,,,False,0.1664527971486878,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL1490332,chembl:CHEMBL1490332,,,,,,False,0.1426738261274467,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,PIPERLONGUMINE,iuphar.ligand:13376,,,,,,False,0.1109685314324585,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,SELUMETINIB,rxcui:2289380,,,,,approved,True,0.0605282898722501,DGIdb: CIViC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL534244,chembl:CHEMBL534244,,,,,,False,0.4993583914460635,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL601146,chembl:CHEMBL601146,,,,,,False,0.1426738261274467,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,8-AZAGUANINE,chembl:CHEMBL374107,,,,,,False,0.2496791957230317,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL578675,chembl:CHEMBL578675,,,,,,False,0.1426738261274467,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,AURIN,chembl:CHEMBL210868,,,,,,False,0.0907924348083751,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL591370,chembl:CHEMBL591370,,,,,,False,0.1997433565784254,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,HOMIDIUM BROMIDE,chembl:CHEMBL284328,,,,,,False,0.0344385097549009,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL534535,chembl:CHEMBL534535,,,,,,False,0.2496791957230317,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL602990,chembl:CHEMBL602990,,,,,,False,0.1248395978615158,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL536375,chembl:CHEMBL536375,,,,,,False,0.3329055942973757,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL1478462,chembl:CHEMBL1478462,,,,,,False,0.4993583914460635,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL1594756,chembl:CHEMBL1594756,,,,,,False,0.9987167828921272,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL408653,chembl:CHEMBL408653,,,,,,False,0.1664527971486878,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL482050,chembl:CHEMBL482050,,,,,,False,0.0832263985743439,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Mitf,MITF,DGIdb,CHEMBL:CHEMBL588965,chembl:CHEMBL588965,,,,,,False,0.9987167828921272,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.249889884213011
Gp1ba,GP1BA,ChEMBL,ANFIBATIDE,CHEMBL4297694,ANTAGONIST,,Platelet glycoprotein Ib alpha chain antagonist,1.0,2.0,,,ChEMBL mechanism (CHEMBL4630891),,Protein,0.0,False,False,False,,,,inhibitor,activator,False,1.2130220280055648
Gp1ba,GP1BA,DGIdb,ANFIBATIDE,chembl:CHEMBL4297694,inhibitor,INHIBITORY,,,,False,52.93198949328273,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,1.2130220280055648
Padi3,PADI3,DGIdb,CL-AMIDINE,iuphar.ligand:8685,inhibitor,INHIBITORY,,,,False,6.616498686660341,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.1740824498197744
Padi3,PADI3,DGIdb,CHEMBL:CHEMBL1910970,chembl:CHEMBL1910970,,,,,,False,6.616498686660341,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.1740824498197744
Padi3,PADI3,DGIdb,CHEMBL:CHEMBL1910971,chembl:CHEMBL1910971,,,,,,False,6.616498686660341,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.1740824498197744
Padi3,PADI3,DGIdb,COMPOUND 14B [PMID: 25742366],iuphar.ligand:8684,inhibitor,INHIBITORY,,,,False,6.616498686660341,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.1740824498197744
Senp2,SENP2,DGIdb,N-ETHYLMALEIMIDE,iuphar.ligand:5335,,,,,,False,21.17279579731309,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,1.1724987911930402
Rab40b,RAB40B,DGIdb,VITAMIN A,rxcui:11246,,,,,approved,True,0.7561712784754675,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,1.1443608627492445
Rab40b,RAB40B,DGIdb,PERETINOIN,ncit:C87202,,,,,,False,7.561712784754675,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,1.1443608627492445
Rab40b,RAB40B,DGIdb,FENRETINIDE,ncit:C1098,,,,,approved,True,0.2800634364723954,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,1.1443608627492445
Rab40b,RAB40B,DGIdb,TRETINOIN,rxcui:10753,,,,,approved,True,0.0869162389052261,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,1.1443608627492445
Rab40b,RAB40B,DGIdb,ISOTRETINOIN,rxcui:6064,,,,,approved,True,0.5041141856503117,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,1.1443608627492445
Rab40b,RAB40B,DGIdb,AMSILAROTENE,ncit:C38684,,,,,,False,7.561712784754675,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,1.1443608627492445
Rab40b,RAB40B,DGIdb,ADAPALENE,rxcui:60223,,,,,approved,True,0.8401903094171862,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,1.1443608627492445
Map2k4,MAP2K4,DGIdb,TRAMETINIB DIMETHYL SULFOXIDE,rxcui:1425098,inhibitor,INHIBITORY,,,approved,True,0.0821925302690725,DGIdb: MyCancerGenomeClinicalTrial,,,,,,,,,,inhibitor,activator,False,1.1210856710708463
Map2k4,MAP2K4,DGIdb,STAUROSPORINE,drugbank:DB02010,inhibitor,INHIBITORY,,,,False,0.180040780589397,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.1210856710708463
Map2k4,MAP2K4,DGIdb,DEHYDRATED ALCOHOL,rxcui:1310469,,,,,approved,True,0.096945035701983,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,1.1210856710708463
Map2k4,MAP2K4,DGIdb,DABRAFENIB,rxcui:1424911,inhibitor,INHIBITORY,,,approved,True,0.1454175535529745,DGIdb: MyCancerGenomeClinicalTrial,,,,,,,,,,inhibitor,activator,False,1.1210856710708463
Map2k4,MAP2K4,DGIdb,DARIZMETINIB,iuphar.ligand:12376,inhibitor,INHIBITORY,,,,False,3.780856392377337,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.1210856710708463
Map2k4,MAP2K4,DGIdb,MIRDAMETINIB,iuphar.ligand:7935,inhibitor,INHIBITORY,,,,False,0.3780856392377337,DGIdb: MyCancerGenomeClinicalTrial,,,,,,,,,,inhibitor,activator,False,1.1210856710708463
Map2k4,MAP2K4,DGIdb,COMPOUND 39 [PMID: 40643363],iuphar.ligand:13986,inhibitor,INHIBITORY,,,,False,1.890428196188668,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.1210856710708463
Map2k4,MAP2K4,DGIdb,COMPOUND 11 [PMID: 26431428],iuphar.ligand:9989,inhibitor,INHIBITORY,,,,False,0.7561712784754675,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.1210856710708463
Map2k4,MAP2K4,DGIdb,REFAMETINIB,iuphar.ligand:7942,inhibitor,INHIBITORY,,,,False,0.5401223417681911,DGIdb: MyCancerGenomeClinicalTrial,,,,,,,,,,inhibitor,activator,False,1.1210856710708463
Map2k4,MAP2K4,DGIdb,COBIMETINIB,rxcui:1722365,inhibitor,INHIBITORY,,,approved,True,0.2224033171986669,DGIdb: MyCancerGenomeClinicalTrial,,,,,,,,,,inhibitor,activator,False,1.1210856710708463
Map2k4,MAP2K4,DGIdb,MEK INHIBITOR I,iuphar.ligand:6006,inhibitor,INHIBITORY,,,,False,1.260285464125779,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,1.1210856710708463
Map2k4,MAP2K4,DGIdb,SELUMETINIB,rxcui:2289380,inhibitor,INHIBITORY,,,approved,True,0.1145714058296163,DGIdb: MyCancerGenomeClinicalTrial,,,,,,,,,,inhibitor,activator,False,1.1210856710708463
Map2k4,MAP2K4,DGIdb,WX-554,drugbank:DB21749,,,,,,False,0.5401223417681911,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,1.1210856710708463
Map2k4,MAP2K4,DGIdb,BINIMETINIB,rxcui:2049122,inhibitor,INHIBITORY,,,approved,True,0.1989924417040704,DGIdb: MyCancerGenomeClinicalTrial,,,,,,,,,,inhibitor,activator,False,1.1210856710708463
Junb,JUNB,DGIdb,DEXAMETHASONE,rxcui:3264,,,,,approved,True,0.4251565421147207,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,1.053230125757777
Junb,JUNB,DGIdb,"INSULIN, REGULAR, HUMAN",rxcui:253182,,,,,approved,True,0.6786152499138812,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,1.053230125757777
Junb,JUNB,DGIdb,THERAPEUTIC CYTOKINE,ncit:C1283,,,,,,False,1.357230499827762,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,1.053230125757777
Slc2a1,SLC2A1,DGIdb,RECOMBINANT FIBROBLAST GROWTH FACTOR 2,ncit:C1674,,,,,,False,0.4200951547085931,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,THIOCTIC ACID,rxcui:6417,,,,,approved,True,0.3150713660314448,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,GENISTEIN,rxcui:25696,,,,,approved,True,0.0869162389052261,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,TRETINOIN,rxcui:10753,,,,,approved,True,0.0579441592701507,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,THYMIDINE,ncit:C880,,,,,,False,1.008228371300623,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,SELENIUM,rxcui:9641,,,,,approved,True,0.2965377562648892,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,PHENYTOIN SODIUM,rxcui:71227,,,,,approved,True,0.1260285464125779,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,PROGESTERONE,rxcui:8727,,,,,approved,True,0.0826416697787396,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,PIOGLITAZONE HYDROCHLORIDE,rxcui:259319,,,,,approved,True,0.360081561178794,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,ROSIGLITAZONE MALEATE,ncit:C2583,,,,,,False,0.3360761237668744,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,DIAZEPAM,rxcui:3322,,,,,approved,True,0.1738324778104523,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,GENTAMICIN,rxcui:1596450,,,,,approved,True,0.2965377562648892,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,THERAPEUTIC GLUCOCORTICOID,ncit:C521,,,,,,False,0.1482688781324446,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,RECOMBINANT INTERLEUKIN-7,ncit:C592,,,,,,False,2.520570928251558,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,ESTRADIOL VALERATE,rxcui:24395,,,,,approved,True,0.1120253745889581,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,TCDD,iuphar.ligand:9642,,,,,,False,0.2100475773542965,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,[3H]2-DEOXYGLUCOSE,iuphar.ligand:4643,,,,,,False,0.6301427320628896,DGIdb: GuideToPharmacology,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,TRIAMCINOLONE,rxcui:10759,,,,,approved,True,0.2291428116592325,DGIdb: NCI,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,PLATINUM,rxcui:1311280,,,,,,False,0.3360761237668744,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,GLUFOSFAMIDE,ncit:C1612,,,,,,False,0.3150713660314448,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Slc2a1,SLC2A1,DGIdb,COMPOUND 30 [PMID: 22468970],iuphar.ligand:8885,modulator,,,,,False,2.520570928251558,DGIdb: GuideToPharmacology,,,,,,,,,,other/unknown,activator,False,0.9480576905421136
Stat5a,STAT5A,DGIdb,COMPOUND (&PLUSMN;)-2 [PMID: 41108282],iuphar.ligand:14270,inhibitor,INHIBITORY,,,,False,13.23299737332068,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,0.8904110766429816
Stat5a,STAT5A,DGIdb,TOFACITINIB,rxcui:1357536,,,,,approved,True,3.608999283632913,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,0.8904110766429816
Stat5a,STAT5A,DGIdb,AK-2292,iuphar.ligand:12409,,,,,,False,6.616498686660341,DGIdb: GuideToPharmacology,,,,,,,,,,other/unknown,activator,False,0.8904110766429816
Stat5a,STAT5A,DGIdb,AZD1480,iuphar.ligand:5933,,,,,,False,3.30824934333017,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,0.8904110766429816
Crot,CROT,DGIdb,LEVOCARNITINE PROPIONATE,drugbank:DB15980,,,,,,False,6.616498686660341,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,0.6534491098247668
Zfp697,ZNF697,DGIdb,INTERFERON BETA-1B,rxcui:72257,,,,,approved,True,5.293198949328272,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,0.29795610052838484
