mouse_gene,human_target,source,compound,compound_id,direction,directionality,mechanism_of_action,direct_interaction,max_phase,approved,interaction_score,evidence_source,first_approval,molecule_type,black_box_warning,withdrawn,oral,parenteral,pchembl_best,potency_assay_type,potency_standard_type,compound_direction_class,desired_direction_for_target,direction_matches_desired,human_target_score
Cbfb,CBFB,DGIdb,CETIRIZINE HYDROCHLORIDE,chembl:CHEMBL1607273,,,,,approved,True,0.5513748905550284,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,ELLAGIC ACID,iuphar.ligand:13035,,,,,,False,0.0590758811308959,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,TOLONIUM CHLORIDE,chembl:CHEMBL1790006,,,,,,False,0.0918958150925047,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,CHEMBL:CHEMBL260311,chembl:CHEMBL260311,,,,,,False,0.1503749701513713,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,CHEMBL:CHEMBL211670,chembl:CHEMBL211670,,,,,,False,0.1272403593588527,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,CHEMBL:CHEMBL533226,chembl:CHEMBL533226,,,,,,False,0.1272403593588527,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Cbfb,CBFB,DGIdb,CHEMBL:CHEMBL1341830,chembl:CHEMBL1341830,,,,,,False,0.1654124671665085,DGIdb: DTC,,,,,,,,,,other/unknown,inhibitor,False,2.905580764672143
Suv39h1,SUV39H1,DGIdb,CHAETOCIN,iuphar.ligand:8388,inhibitor,INHIBITORY,,,,False,52.93198949328273,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.8747135702402993
Kdm2a,KDM2A,DGIdb,IOX2,iuphar.ligand:8229,inhibitor,INHIBITORY,,,,False,8.821998248880455,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,2.8177629010190026
Kdm2a,KDM2A,DGIdb,DAMINOZIDE,iuphar.ligand:7025,inhibitor,INHIBITORY,,,,False,8.821998248880455,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,2.8177629010190026
Hdac5,HDAC5,DGIdb,PANOBINOSTAT,rxcui:1603350,inhibitor,INHIBITORY,,,approved,True,0.0984781199875027,DGIdb: TALC; TdgClinicalTrial,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,MOCETINOSTAT,ncit:C62521,,,,,,False,0.3787619999519336,DGIdb: DTC; TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,DACINOSTAT,ncit:C81158,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,,False,0.2238139090625062,DGIdb: GuideToPharmacology; TALC,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,SUBEROHYDROXAMIC ACID,chembl:CHEMBL320497,,,,,,False,0.2238139090625062,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,PHENYLBUTYRYLHYDROXAMIC ACID,chembl:CHEMBL55895,,,,,,False,0.2238139090625062,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,CHEMBL:CHEMBL117487,chembl:CHEMBL117487,,,,,,False,0.2238139090625062,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,ROMIDEPSIN,rxcui:877510,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,approved,True,0.1846464749765676,DGIdb: ChEMBL; GuideToPharmacology; TdgClinicalTrial,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,DAUNORUBICIN LIPOSOMAL,rxcui:214468,,,,,approved,True,0.0279767386328132,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,VALPROIC ACID,rxcui:11118,inhibitor,INHIBITORY,,,approved,True,0.1043200423596427,DGIdb: DTC; TALC,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,SCRIPTAID,iuphar.ligand:7505,inhibitor,INHIBITORY,,,,False,0.3077441249609461,DGIdb: DTC; GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,CHR-3996,iuphar.ligand:8391,inhibitor,INHIBITORY,,,,False,0.205162749973964,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,QUISINOSTAT,ncit:C77912,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,,False,0.205162749973964,DGIdb: ChEMBL; GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,TRICHOSTATIN A,drugbank:DB04297,inhibitor,INHIBITORY,,,,False,0.3887294210033003,DGIdb: DTC; GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,APICIDIN,iuphar.ligand:7495,,,,,,False,0.2238139090625062,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,HINOKITIOL,chembl:CHEMBL48310,,,,,,False,0.0820650999895856,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,BUTYRYLHYDROXAMIC ACID,chembl:CHEMBL1672332,,,,,,False,0.2238139090625062,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,LARGAZOLE,chembl:CHEMBL1173445,,,,,,False,0.1697898620474185,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,CUDC-101,drugbank:DB12174,,,,,,False,0.0946904999879834,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,CUDC-101,iuphar.ligand:8894,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,,False,0.1758537856919692,DGIdb: ChEMBL; GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,CHEMBL:CHEMBL1650245,chembl:CHEMBL1650245,,,,,,False,0.2238139090625062,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,SS-208,iuphar.ligand:10490,inhibitor,INHIBITORY,,,,False,0.205162749973964,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,URSOLIC ACID,chembl:CHEMBL169,,,,,,False,0.205162749973964,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,ENTINOSTAT,ncit:C1863,inhibitor,INHIBITORY,,,,False,0.2896415293750081,DGIdb: ChEMBL; DTC,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,VORINOSTAT,rxcui:194337,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,approved,True,0.2763416632302373,DGIdb: DTC; GuideToPharmacology; TALC,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,CHEMBL:CHEMBL324053,chembl:CHEMBL324053,,,,,,False,0.2238139090625062,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,GIVINOSTAT,rxcui:2678889,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,approved,True,0.3692929499531353,DGIdb: GuideToPharmacology; TALC; TdgClinicalTrial,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,4-PHENYLBUTYRIC ACID,rxcui:1546447,inhibitor,INHIBITORY,,,approved,True,0.1846464749765676,DGIdb: DTC; TALC,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,BUTYRIC ACID,rxcui:1362696,,,,,,False,0.1758537856919692,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,PRACINOSTAT,ncit:C71708,inhibitor,INHIBITORY,,,,False,0.2238139090625062,DGIdb: GuideToPharmacology; TdgClinicalTrial,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,AR-42,drugbank:DB12707,,,,,,False,0.1119069545312531,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,KA1010,iuphar.ligand:9663,inhibitor,INHIBITORY,,,,False,0.1119069545312531,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,RESMINOSTAT,ncit:C84856,,,,,,False,0.1119069545312531,DGIdb: TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,PIVALOYLOXYMETHYLBUTYRATE,ncit:C1344,inhibitor,INHIBITORY,,,,False,0.1367751666493094,DGIdb: TALC,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,PANOBINOSTAT LACTATE,chembl:CHEMBL3545368,inhibitor,INHIBITORY,,,approved,True,0.1119069545312531,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,FIMEPINOSTAT,chembl:CHEMBL3622533,inhibitor,INHIBITORY,,,,False,0.0879268928459846,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,ABEXINOSTAT,ncit:C68920,inhibitor,INHIBITORY,,,,False,0.2238139090625062,DGIdb: ChEMBL; TALC,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,TMP269,iuphar.ligand:7491,inhibitor,INHIBITORY,,,,False,0.3077441249609461,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,PSAMMAPLIN A,chembl:CHEMBL83747,,,,,,False,0.1893809999759668,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,MARTINOSTAT,drugbank:DB14979,inhibitor,INHIBITORY,,,,False,0.205162749973964,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,TACEDINALINE,ncit:C2202,inhibitor,INHIBITORY,,,,False,0.3357208635937593,DGIdb: ChEMBL; DTC,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,GIVINOSTAT HYDROCHLORIDE,chembl:CHEMBL6068400,inhibitor,INHIBITORY,,,approved,True,0.1119069545312531,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,SN-38,iuphar.ligand:6925,,,,,,False,0.205162749973964,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.7089851780862784
Hdac5,HDAC5,DGIdb,BELINOSTAT,rxcui:1543543,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,approved,True,0.5275613570759076,DGIdb: ChEMBL; DTC; GuideToPharmacology; TALC; TdgClinicalTrial,,,,,,,,,,inhibitor,activator,False,2.7089851780862784
Bptf,BPTF,DGIdb,MS363,iuphar.ligand:8876,inhibitor,INHIBITORY,,,,False,26.46599474664136,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,inhibitor,True,2.683206920541793
Arrb2,ARRB2,DGIdb,TRAMADOL,rxcui:10689,,,,,approved,True,1.470333041480076,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.4881655855014104
Arrb2,ARRB2,DGIdb,FENTANYL CITRATE,rxcui:142436,,,,,approved,True,0.8821998248880455,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.4881655855014104
Arrb2,ARRB2,DGIdb,METHAMPHETAMINE,rxcui:6816,,,,,approved,True,1.017922874870821,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.4881655855014104
Arrb2,ARRB2,DGIdb,BUPRENORPHINE,rxcui:1819,,,,,approved,True,2.940666082960152,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.4881655855014104
Fkbp1a,FKBP1A,ChEMBL,SIROLIMUS,CHEMBL413,INHIBITOR,,FK506-binding protein 1A inhibitor,1.0,4.0,,,ChEMBL mechanism (CHEMBL1902),1999.0,Small molecule,1.0,False,True,True,9.7,B,Ki,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,ChEMBL,TEMSIROLIMUS,CHEMBL1201182,INHIBITOR,,FK506-binding protein 1A inhibitor,1.0,4.0,,,ChEMBL mechanism (CHEMBL1902),2007.0,Small molecule,0.0,False,False,True,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,ChEMBL,EVEROLIMUS,CHEMBL1908360,INHIBITOR,,FK506-binding protein 1A inhibitor,1.0,4.0,,,ChEMBL mechanism (CHEMBL1902),2009.0,Small molecule,1.0,False,True,False,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,ChEMBL,PIMECROLIMUS,CHEMBL1200686,INHIBITOR,,FK506-binding protein 1A inhibitor,1.0,4.0,,,ChEMBL mechanism (CHEMBL1902),2001.0,Small molecule,1.0,False,False,False,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,ChEMBL,TACROLIMUS,CHEMBL3989887,INHIBITOR,,FK506-binding protein 1A inhibitor,1.0,4.0,,,ChEMBL mechanism (CHEMBL1902),1994.0,Small molecule,1.0,False,True,True,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,ChEMBL,OLOCROLIMUS,CHEMBL3545142,INHIBITOR,,FK506-binding protein 1A inhibitor,1.0,1.0,,,ChEMBL mechanism (CHEMBL1902),,Unknown,0.0,False,False,False,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,ChEMBL,ZOTAROLIMUS,CHEMBL219410,INHIBITOR,,FK506-binding protein 1A inhibitor,1.0,3.0,,,ChEMBL mechanism (CHEMBL1902),,Small molecule,0.0,False,False,False,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,DGIdb,ZOTAROLIMUS,ncit:C82294,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,,False,3.528799299552181,DGIdb: ChEMBL; GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,DGIdb,SLF,iuphar.ligand:11480,inhibitor,INHIBITORY,,,,False,1.17626643318406,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,DGIdb,SIROLIMUS,rxcui:35302,inhibitor; inhibitor,INHIBITORY; INHIBITORY,,,approved,True,0.4952700771301307,DGIdb: ChEMBL; DTC; GuideToPharmacology; TEND; TTD; TdgClinicalTrial,,,,,,,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,DGIdb,ANHYDROUS TACROLIMUS,rxcui:235991,inhibitor,INHIBITORY,,,approved,True,0.3414967064082756,DGIdb: GuideToPharmacology; TEND; TdgClinicalTrial,,,,,,,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,DGIdb,CYCLOHEXIMIDE,ncit:C171712,inhibitor,INHIBITORY,,,,False,0.0371452557847598,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,DGIdb,GPI-1485,drugbank:DB05814,,,,,,False,7.057598599104363,DGIdb: TTD; TdgClinicalTrial,,,,,,,,,,other/unknown,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,DGIdb,OLOCROLIMUS,chembl:CHEMBL3545142,inhibitor,INHIBITORY,,,,False,3.528799299552181,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,DGIdb,PIMECROLIMUS,rxcui:321952,inhibitor,INHIBITORY,,,approved,True,2.352532866368121,DGIdb: ChEMBL; TEND,,,,,,,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,DGIdb,TEMSIROLIMUS,rxcui:657797,inhibitor,INHIBITORY,,,approved,True,0.2520570928251558,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,DGIdb,TACROLIMUS,chembl:CHEMBL3989887,inhibitor,INHIBITORY,,,approved,True,3.528799299552181,DGIdb: ChEMBL,,,,,,,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,DGIdb,PHENETHYLISOTHIOCYANATE,chembl:CHEMBL151649,,,,,,False,0.8821998248880454,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,DGIdb,METFORMIN,rxcui:6809,,,,,approved,True,0.0653481351768922,DGIdb: PharmGKB,,,,,,,,,,other/unknown,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,DGIdb,EVEROLIMUS,rxcui:141704,inhibitor,INHIBITORY,,,approved,True,0.4032913485202493,DGIdb: ChEMBL; ClearityFoundationClinicalTrial; DTC,,,,,,,,,,inhibitor,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,DGIdb,AZD8055,iuphar.ligand:7714,,,,,,False,0.5881332165920303,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.4847512083943597
Fkbp1a,FKBP1A,DGIdb,RIMIDUCID,ncit:C82412,,,,,,False,3.528799299552181,DGIdb: TTD,,,,,,,,,,other/unknown,activator,False,2.4847512083943597
Rxfp2,RXFP2,ChEMBL,SERELAXIN,CHEMBL2108358,ACTIVATOR,,Relaxin receptor 2 activator,1.0,3.0,,,ChEMBL mechanism (CHEMBL1628482),,Unknown,0.0,False,False,False,,,,activator,activator,True,2.381999268888605
Rxfp2,RXFP2,DGIdb,(DES 1-8) A-CHAIN INSL3 ANALOGUE,iuphar.ligand:3754,inhibitor,INHIBITORY,,,,False,1.825241017009749,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.381999268888605
Rxfp2,RXFP2,DGIdb,[33P]RELAXIN (HUMAN),iuphar.ligand:1991,agonist,ACTIVATING,,,,False,0.9126205085048744,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.381999268888605
Rxfp2,RXFP2,DGIdb,INSL3,iuphar.ligand:1995,agonist,ACTIVATING,,,,False,0.9126205085048744,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.381999268888605
Rxfp2,RXFP2,DGIdb,RELAXIN,iuphar.ligand:1989,agonist,ACTIVATING,,,,False,0.6084136723365831,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.381999268888605
Rxfp2,RXFP2,DGIdb,SERELAXIN,chembl:CHEMBL2108358,activator,ACTIVATING,,,,False,0.9126205085048744,DGIdb: ChEMBL,,,,,,,,,,activator,activator,True,2.381999268888605
Rxfp2,RXFP2,DGIdb,A(9-26)INSL3,iuphar.ligand:8329,inhibitor,INHIBITORY,,,,False,1.825241017009749,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.381999268888605
Rxfp2,RXFP2,DGIdb,A(C10/15S)INSL3,iuphar.ligand:8331,inhibitor,INHIBITORY,,,,False,1.825241017009749,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.381999268888605
Rxfp2,RXFP2,DGIdb,CYCLOPENTYLADENOSINE,iuphar.ligand:380,,,,,,False,0.2607487167156784,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.381999268888605
Rxfp2,RXFP2,DGIdb,INSL3 [A(5-26):B(7-27)],iuphar.ligand:11914,agonist,ACTIVATING,,,,False,1.825241017009749,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.381999268888605
Rxfp2,RXFP2,DGIdb,A(10-24)INSL3,iuphar.ligand:8330,inhibitor,INHIBITORY,,,,False,1.825241017009749,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.381999268888605
Rxfp2,RXFP2,DGIdb,COLFORSIN,ncit:C166496,,,,,,False,0.2607487167156784,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.381999268888605
Rxfp2,RXFP2,DGIdb,2-CHLOROADENOSINE,iuphar.ligand:372,,,,,,False,0.1659310015463408,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.381999268888605
Rxfp2,RXFP2,DGIdb,EUROPIUM-LABELLED INSL3,iuphar.ligand:3875,agonist,ACTIVATING,,,,False,1.825241017009749,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.381999268888605
Rxfp2,RXFP2,DGIdb,NANOLUC-INSL3,iuphar.ligand:11913,agonist,ACTIVATING,,,,False,1.825241017009749,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.381999268888605
Rxfp2,RXFP2,DGIdb,TAMRLX,iuphar.ligand:11462,agonist,ACTIVATING,,,,False,0.9126205085048744,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.381999268888605
Rxfp2,RXFP2,DGIdb,COMPOUND 6641,iuphar.ligand:12503,agonist,ACTIVATING,,,,False,1.825241017009749,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.381999268888605
Rxfp2,RXFP2,DGIdb,RELAXIN-3,iuphar.ligand:1990,agonist,ACTIVATING,,,,False,0.4563102542524372,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.381999268888605
Rxfp2,RXFP2,DGIdb,RELAXIN,iuphar.ligand:1994,agonist,ACTIVATING,,,,False,0.9126205085048744,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.381999268888605
Rxfp2,RXFP2,DGIdb,CYCLIC INSL3 B-CHAIN ANALOGUE 6,iuphar.ligand:8333,inhibitor,INHIBITORY,,,,False,1.825241017009749,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.381999268888605
Rxfp2,RXFP2,DGIdb,INSL3 B CHAIN DIMER ANALOGUE 8,iuphar.ligand:4372,inhibitor,INHIBITORY,,,,False,1.825241017009749,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.381999268888605
Rxfp2,RXFP2,DGIdb,NECA,iuphar.ligand:377,,,,,,False,0.2281551271262186,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.381999268888605
Rxfp2,RXFP2,DGIdb,RLF-(A11-B10)-ISOPEPTIDE AMIDEA26 (XA11-B10),iuphar.ligand:11922,inhibitor,INHIBITORY,,,,False,1.825241017009749,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.381999268888605
Rxfp2,RXFP2,DGIdb,A(&DELTA;10/15C)INSL3,iuphar.ligand:8332,inhibitor,INHIBITORY,,,,False,1.825241017009749,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.381999268888605
Rxfp2,RXFP2,DGIdb,N6-PHENYLADENOSINE,chembl:CHEMBL262083,,,,,,False,0.2607487167156784,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.381999268888605
Rxfp2,RXFP2,DGIdb,RELAXIN,iuphar.ligand:1992,agonist,ACTIVATING,,,,False,0.9126205085048744,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.381999268888605
Rxfp2,RXFP2,DGIdb,A(4-24)(B7-24)H2,iuphar.ligand:8346,inhibitor,INHIBITORY,,,,False,0.9126205085048744,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.381999268888605
Rxfp2,RXFP2,DGIdb,INSL3 B-CHAIN ANALOGUE,iuphar.ligand:3885,inhibitor,INHIBITORY,,,,False,1.825241017009749,DGIdb: GuideToPharmacology,,,,,,,,,,inhibitor,activator,False,2.381999268888605
Rxfp2,RXFP2,DGIdb,[125I]INSL3 (HUMAN),iuphar.ligand:1996,agonist,ACTIVATING,,,,False,1.825241017009749,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.381999268888605
Rxfp2,RXFP2,DGIdb,RELAXIN-1,iuphar.ligand:1988,agonist,ACTIVATING,,,,False,0.9126205085048744,DGIdb: GuideToPharmacology,,,,,,,,,,activator,activator,True,2.381999268888605
Gnas,GNAS,DGIdb,MIFEPRISTONE,rxcui:6964,,,,,approved,True,0.0630142732062889,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL581574,chembl:CHEMBL581574,,,,,,False,0.2160489367072764,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL581044,chembl:CHEMBL581044,,,,,,False,0.1680380618834372,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,JNJ1661010,iuphar.ligand:5206,,,,,,False,0.2520570928251558,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,TETRAETHYLAMMONIUM CHLORIDE,chembl:CHEMBL434435,,,,,,False,1.512342556950935,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL515505,chembl:CHEMBL515505,,,,,,False,0.065754024215258,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL505670,chembl:CHEMBL505670,,,,,,False,0.0432097873414552,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL587994,chembl:CHEMBL587994,,,,,,False,0.302468511390187,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL1456848,chembl:CHEMBL1456848,,,,,,False,0.3780856392377338,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL1500913,chembl:CHEMBL1500913,,,,,,False,1.512342556950935,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL1417470,chembl:CHEMBL1417470,,,,,,False,1.512342556950935,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL529918,chembl:CHEMBL529918,,,,,,False,0.5041141856503117,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,GARCINONE E,chembl:CHEMBL454580,,,,,,False,0.1512342556950935,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
Gnas,GNAS,DGIdb,CHEMBL:CHEMBL530291,chembl:CHEMBL530291,,,,,,False,0.2160489367072764,DGIdb: DTC,,,,,,,,,,other/unknown,activator,False,2.371499723933016
