gene,avg_lfc_pD4,avg_neglogp_pD4,n_guides_pD4,guide_mean_lfc_pD4,guide_sd_pD4,guide_consistency_pD4,guide_t_pD4,guide_p_pD4,guide_FDR_pD4,avg_lfc_pD15,avg_neglogp_pD15,n_guides_pD15,guide_mean_lfc_pD15,guide_sd_pD15,guide_consistency_pD15,guide_t_pD15,guide_p_pD15,guide_FDR_pD15,avg_lfc_sD4,avg_neglogp_sD4,n_guides_sD4,guide_mean_lfc_sD4,guide_sd_sD4,guide_consistency_sD4,guide_t_sD4,guide_p_sD4,guide_FDR_sD4,avg_lfc_sD15,avg_neglogp_sD15,n_guides_sD15,guide_mean_lfc_sD15,guide_sd_sD15,guide_consistency_sD15,guide_t_sD15,guide_p_sD15,guide_FDR_sD15,in_secondary_library,sig_pD4,sig_pD15,sig_sD4,sig_sD15,primary_sign_agree,secondary_sign_agree,cross_library_agree,n_sig_timepoints,max_abs_lfc,screen_direction,effect_class,frac_multimapping_guides,multimapping_artifact,d4_concordant,crispr_tier,CRISPR_CAUSAL
Sufu,3.627921664,10.8170469928,4.0,3.63,0.41408533742052106,1.0,17.5326179024474,0.0004044524753724144,0.03503026398266862,6.35348482775,10.4310327087,4.0,6.3525,0.5063842414609679,1.0,25.08964331777947,0.00013883825754700061,0.016821097561763775,2.1509045,10.83776719,10.0,2.1500000000000004,0.7535987732945902,1.0,9.021905568713356,8.369896006959213e-06,2.1614566611378185e-05,5.269807446,12.00161307,10.0,5.27,0.8470340410318035,1.0,19.674773930911748,1.0491607645675833e-08,4.931055593467641e-07,True,True,True,True,True,True,True,True,4,6.35348482775,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Ptch1,1.81614906675,8.22453817196,4.0,1.8124999999999998,0.4964792711349252,1.0,7.301412588109555,0.005304854842078431,0.1595261943901921,6.0035276,9.70707100719,4.0,6.005000000000001,1.0393106689852976,1.0,11.55573627635867,0.001391527744213097,0.0627096729764342,1.417638639,7.953628008,9.0,1.4188888888888889,0.26647910070230857,1.0,15.973735484126806,2.3642177451982144e-07,1.5015977570853525e-06,5.041401685,10.34071777,9.0,5.04111111111111,0.6053809636180437,1.0,24.98151452095408,7.052632355318898e-09,4.931055593467641e-07,True,False,True,True,True,True,True,True,3,6.0035276,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Fkbp1a,0.351875363,1.6149142784,4.0,0.35,0.17107503227141785,1.0,4.09177184248266,0.026389606335821478,0.3268961964294477,4.60467400175,8.60024928889,4.0,4.6049999999999995,0.4442596838186723,1.0,20.731118162320406,0.00024545770024828083,0.02370115231390171,0.023968417,1.597728395,8.0,0.0225,0.021876275473019364,0.75,2.9090697081995436,0.022690608967302146,0.027628461695937846,1.499687838,3.194105117,9.0,1.498888888888889,0.33839490408561285,1.0,13.28822216994445,9.821567237315545e-07,1.3736460940065685e-05,True,False,True,True,True,True,True,True,3,4.60467400175,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Prkar1a,-1.0451252965,4.39849994535,4.0,-1.045,0.34346275877694027,1.0,-6.085084762733584,0.00891210383847253,0.20133592022281604,-3.9572210275,8.49721202178,4.0,-3.9575,0.5995206418464671,1.0,-13.20221431512774,0.0009389281860521493,0.0504723979026225,-0.733512195,2.276472586,9.0,-0.7311111111111112,0.16143454125778384,1.0,-13.586518202637617,8.279388345509609e-07,3.0400879081168097e-06,-2.290622749,6.466040803,10.0,-2.291,0.8261349096176054,1.0,-8.769485510301411,1.0551686190988922e-05,8.265487516274655e-05,True,False,True,True,True,True,True,True,3,3.9572210275,-1.0,KO_blocks_maturation,0.0,False,True,A_secondary_validated,True
Smad6,0.87837432725,4.78851005253,4.0,0.8800000000000001,0.24248711305964288,1.0,7.258117669812437,0.005396211892313099,0.16032891821298142,3.8266177695,5.54886567374,4.0,3.825,1.0960687326379976,1.0,6.979489307744528,0.006036718125511277,0.11147983428256948,0.352052661,3.31994584,10.0,0.35300000000000004,0.23856282657241934,1.0,4.679203504073897,0.0011535014957744594,0.0017376464840192175,0.498893611,0.982396353,9.0,0.49888888888888894,0.48273813927543685,0.8888888888888888,3.10036963085842,0.014657560517683438,0.029952406275266154,True,False,False,True,True,True,True,True,2,3.8266177695,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Fuz,0.5500026265,2.57909281734,4.0,0.5499999999999999,0.25179356624028343,1.0,4.368658089342458,0.022183119202753773,0.30556941811172056,3.65620117875,6.25155102893,4.0,3.655,0.3029301349596416,1.0,24.130976606120374,0.00015597952540111958,0.017963356331909156,0.051133134,1.49248432,10.0,0.051000000000000004,0.13110216541986552,0.6,1.230156345260104,0.24982255891494123,0.2693041346101431,0.469469083,1.068728377,10.0,0.46900000000000003,0.3766651917375252,1.0,3.9374708763969264,0.003419055243422567,0.008457662970571612,True,False,True,False,True,True,True,True,2,3.65620117875,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Arrb2,1.102088241,6.54951603233,4.0,1.1025,0.14056433876817173,1.0,15.686766781129572,0.0005630579001117987,0.043917352905897794,3.480789956,5.27974001482,4.0,3.4825,0.5894276885250642,1.0,11.816547026198664,0.0013029079669125505,0.06068655774774902,0.511165,4.639011338,9.0,0.5111111111111111,0.0927960727138337,1.0,16.52368778646329,1.816349060747369e-07,1.2554177331636226e-06,0.475448206,0.921383863,10.0,0.475,0.4967281841096687,0.8,3.0239514016550095,0.014386931308418522,0.029657270679634674,True,True,True,True,True,True,True,True,4,3.480789956,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Edc4,0.50902828125,2.46690208507,4.0,0.5075,0.3024758943563382,1.0,3.3556393052738853,0.04387490096536621,0.39788232407846497,3.3863861825,4.27837968536,4.0,3.385,1.1821026464172504,1.0,5.72708302491218,0.010566820485366168,0.13563250153091186,0.130566499,2.189188252,10.0,0.12999999999999998,0.10852547064066471,0.8,3.7880148631933293,0.004295743442226465,0.005835258433082192,0.669925167,1.461345917,9.0,0.67,0.2552939482243949,1.0,7.873277114400209,4.897823087769334e-05,0.00025021487513604204,True,False,False,True,True,True,True,True,2,3.3863861825,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Mib1,0.24865586375,1.08192505842,4.0,0.25,0.25573423705088844,0.75,1.9551547175144377,0.14553896399703006,0.5864608440896217,3.3848613755,4.34984622003,4.0,3.385,2.023536508195491,1.0,3.3456278019106342,0.04420215280410925,0.21591170421210207,0.107369824,2.049279133,9.0,0.10888888888888888,0.07114148656804348,1.0,4.591788595171193,0.001774407443290918,0.0025899735973500975,1.370252787,2.541602548,10.0,1.3699999999999999,0.7904429138147802,1.0,5.48087701048813,0.0003897206723284033,0.001327309536190939,True,False,False,True,True,True,True,True,2,3.3848613755,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Eif3h,-0.04682403175,0.58084046974,4.0,-0.047500000000000014,0.6538284688407706,0.5,-0.14529804761856546,0.8936885886885929,0.9724788505612306,-1.98482592975,3.67117732612,4.0,-1.9849999999999999,0.5275414675643992,1.0,-7.525474761878062,0.004863273608561591,0.10171116219875574,-0.456737635,1.155528249,10.0,-0.45499999999999996,0.287489130229301,0.9,-5.004837345429367,0.0007341062756248783,0.0011500998318123095,-3.353477436,11.02397991,10.0,-3.3529999999999993,0.5363052613328845,1.0,-19.770674947682874,1.0051414568736466e-08,4.931055593467641e-07,True,False,False,True,True,True,True,True,2,3.353477436,-1.0,KO_blocks_maturation,0.0,False,False,A_secondary_validated,True
Cop1,-1.11560708325,4.58176580224,4.0,-1.1175,0.5030821669137823,1.0,-4.442614242740654,0.02120864334433095,0.30311443245988634,-3.23091896825,6.10245340055,4.0,-3.2325,1.2258704390486515,1.0,-5.273803653359343,0.013291039129615845,0.14300830603529163,-0.753860331,2.529501099,10.0,-0.7540000000000001,0.18845571245137557,1.0,-12.65208321229402,4.89995394827047e-07,2.1726210902708687e-06,-2.607475437,7.872855445,10.0,-2.607,0.4168412967385389,1.0,-19.777449894150003,1.0021100380249417e-08,4.931055593467641e-07,True,False,False,True,True,True,True,True,2,3.23091896825,-1.0,KO_blocks_maturation,0.25,False,True,A_secondary_validated,True
Urod,1.1066738635,6.68029269927,4.0,1.1075,0.10626225419530053,1.0,20.844654734399178,0.00024149046516632608,0.025404241754002303,2.348495028,2.26675771699,4.0,2.3499999999999996,0.3799122705748438,1.0,12.371277171143873,0.0011379020926898342,0.056383990219335524,1.014487423,7.002989416,10.0,1.016,0.23646470255739133,1.0,13.587119210535409,2.655378153577341e-07,1.5327539205219829e-06,3.141067914,7.93271854,9.0,3.138888888888889,0.43322755119118533,1.0,21.736075281396516,2.1159882414169674e-08,7.103674810471248e-07,True,True,True,True,True,True,True,True,4,3.141067914,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Wdpcp,0.37521279525,1.69646176029,4.0,0.375,0.2540997179586523,1.0,2.9515971368454714,0.05994755915558768,0.4418019862356433,3.120243119,4.27900951151,4.0,3.12,0.5319774431308154,1.0,11.729820654191833,0.00133152253589308,0.061744938832564066,0.27616891,3.246633051,9.0,0.2777777777777778,0.0880025252162939,1.0,9.469425238482128,1.273275985236986e-05,3.0532638421499157e-05,0.533928681,0.977214458,10.0,0.5349999999999999,0.5784702047450481,0.8,2.9246425041644555,0.016903668814854285,0.03366408619907421,True,False,True,True,True,True,True,True,3,3.120243119,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Traf3ip1,0.3652703095,1.54720876069,4.0,0.365,0.3378855822118882,0.75,2.1604946716614166,0.11951999198688462,0.5551074492132458,3.04003634625,3.98820075652,4.0,3.0375,0.7486599138905907,1.0,8.114498836233674,0.0039123397445456525,0.09438821751523073,0.187667321,2.367679263,10.0,0.188,0.16877335229367357,0.8,3.522524095374862,0.006489665570198868,0.008616222649699062,0.742016767,1.590080718,9.0,0.741111111111111,0.2707602465486969,1.0,8.211446701181302,3.617445985424315e-05,0.00019608099224967257,True,False,True,True,True,True,True,True,3,3.04003634625,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Gnas,0.99517444175,4.74770465825,4.0,0.9924999999999999,0.49627781198303306,1.0,3.9997758353699355,0.028012564600850116,0.33330939774865986,2.201205662,2.1259235571,4.0,2.2024999999999997,1.737495803352246,1.0,2.5352579220630007,0.0850316198013674,0.27992190215747775,0.651191709,4.479141578,10.0,0.651,0.398844163385484,0.9,5.16152158099887,0.0005938781391275303,0.0009558997444860934,3.023483688,6.898396613,9.0,3.0244444444444443,0.7628255225002489,1.0,11.894375667445464,2.2932211957185125e-06,2.6295427744344893e-05,True,False,False,True,True,True,True,True,2,3.023483688,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Eed,2.65388899625,9.32840784351,4.0,2.6525,0.8275415397428699,1.0,6.410554328968605,0.007691122001126014,0.19236982952697046,2.948292457,3.6884308231,4.0,2.9475,0.6121750838880438,1.0,9.629598059691846,0.0023770463658876096,0.0794623474146799,1.816540621,9.573976602,10.0,1.818,0.5946950665864165,1.0,9.667174169084369,4.7393079443276574e-06,1.2950434499034877e-05,2.003116983,4.513990057,9.0,2.0044444444444443,0.4926994801882561,1.0,12.20487046390975,1.8841981619374684e-06,2.4599253780850284e-05,True,False,True,True,True,True,True,True,3,2.948292457,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Pibf1,0.33600614225,1.55958215194,4.0,0.33499999999999996,0.19570385790780925,1.0,3.423540073060893,0.04173468632881018,0.391566260273886,2.923813167,3.77415150209,4.0,2.9225000000000003,0.41867847647886874,1.0,13.960593458629836,0.0007957832782005726,0.04685285817720225,0.319840875,3.92481589,10.0,0.321,0.07078135347674555,1.0,14.341222356641525,1.6652523367126727e-07,1.1858615125075094e-06,0.899863891,1.761475623,10.0,0.901,0.4548125376948666,1.0,6.264585814305859,0.0001470526856423216,0.0006062698443148346,True,False,True,True,True,True,True,True,3,2.923813167,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Gsk3b,-0.040511083,0.428436627599,4.0,-0.037500000000000006,0.3857784338192067,0.5,-0.1944121117852545,0.8582735450107631,0.9615379498329999,2.5871535985,2.77318923449,4.0,2.5875,0.7832570884879796,1.0,6.607026065975296,0.00705907956513885,0.11709255197568723,-0.062336254,1.113858128,10.0,-0.06100000000000001,0.09338688939626971,0.8,-2.0655890619907127,0.06885420213509645,0.07893042683779349,-0.194877945,1.211938442,10.0,-0.194,0.3748836856650043,0.7,-1.6364592259714188,0.13617102675889384,0.19536905816546937,True,False,False,True,False,False,True,False,1,2.5871535985,-1.0,KO_blocks_maturation,0.0,False,False,A_secondary_validated,True
Cep20,0.15039099925,0.955828500563,4.0,0.15000000000000002,0.5287721626560914,0.75,0.5673521058541755,0.6101551326611426,0.8834602864086386,2.58063465625,2.55834132236,4.0,2.58,1.1869568933481394,1.0,4.347251386227512,0.022475957412873032,0.17260860974700673,0.080291272,2.065035064,10.0,0.08,0.056960024968783544,0.9,4.441399261185631,0.0016202130383113121,0.0023946544905859017,0.390086117,0.71629738,10.0,0.3909999999999999,0.7487982965317755,0.7,1.6512464983597446,0.13308314879613245,0.1930880125988995,True,False,False,True,False,True,True,True,1,2.58063465625,1.0,KO_promotes_maturation,0.0,False,False,A_secondary_validated,True
Ift172,0.10163678675,0.682460343989,4.0,0.1,0.37885793291593267,0.5,0.52790236820613,0.6341224926226269,0.8920678746866627,2.55757484,2.56616680318,4.0,2.5575,0.831840329229915,1.0,6.1490166084340565,0.008653171495858349,0.12507231770369684,0.152535468,2.392864731,9.0,0.1511111111111111,0.07623064417352847,1.0,5.946864784474115,0.000343181951519765,0.0005719699191996083,0.687345476,1.424009302,10.0,0.687,0.3870701917396034,0.9,5.612637704732346,0.000328911966465077,0.0011891432633737398,True,False,False,True,True,True,True,True,2,2.55757484,1.0,KO_promotes_maturation,0.0,False,False,A_secondary_validated,True
Map2k4,0.11910482525,0.74797483064,4.0,0.12000000000000001,0.4722287581247038,0.5,0.5082282598651521,0.6463071836442125,0.8968476055248935,2.55030374125,2.75769398045,4.0,2.5525,0.3421865962697351,1.0,14.918760862204804,0.0006535700523791872,0.042542945024434044,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,2.55030374125,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Cd200,-2.34180172525,11.1423031282,4.0,-2.3400000000000003,0.22226110770892862,1.0,-21.056315467161678,0.00023431952962873036,0.02518634533855481,-0.98112368975,2.08543068759,4.0,-0.9825,0.361420807370024,1.0,-5.436875685987347,0.01221536762148775,0.14158052042300676,-1.646955657,11.47596309,9.0,-1.6477777777777778,0.3752258579101984,1.0,-13.174287510101196,1.049351895350893e-06,3.6805626180217896e-06,-2.541413327,6.935883622,9.0,-2.5422222222222226,0.4895604604586082,1.0,-15.57860015803195,2.8725720493010874e-07,5.795381158703369e-06,True,True,False,True,True,True,True,True,3,2.541413327,-1.0,KO_blocks_maturation,0.0,False,True,A_secondary_validated,True
Eef2k,-0.04788837125,0.481212921601,4.0,-0.04999999999999999,0.2958603274069258,0.5,-0.3379973275783615,0.757635568567519,0.9326500873369227,2.537709274,2.8477081722,4.0,2.5375,0.20418537329266917,1.0,24.854865547718482,0.0001427944840200083,0.01700552491511008,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,2.537709274,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Cplane2,0.36299882375,1.71473728682,4.0,0.36250000000000004,0.13961255912942314,1.0,5.192942558469351,0.013870455128330085,0.24595520173851104,2.52064315025,2.75160343316,4.0,2.52,0.6610597552415363,1.0,7.624121662282252,0.004684221653744558,0.09977772953504668,0.116163674,2.140474466,10.0,0.11499999999999999,0.09846036991827953,0.9,3.6934853202481053,0.004970467076731166,0.006674627217324708,0.484995293,0.966651879,10.0,0.484,0.4943278264471868,0.8,3.0962092474578027,0.012800525016878518,0.02662056087580931,True,False,True,True,True,True,True,True,3,2.52064315025,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Ppp2r5d,0.73849070375,3.90225257009,4.0,0.74,0.20314198646923454,1.0,7.285544587426506,0.00533809958713854,0.159837953352034,2.50508329025,2.3423488614,4.0,2.505,1.2153874553683144,1.0,4.122142266543104,0.025880524240541793,0.17849438308465276,0.174515554,2.451499024,8.0,0.17500000000000002,0.052098807225172766,1.0,9.500692495536146,2.995669771646615e-05,6.518355521638468e-05,0.729200668,1.498568708,10.0,0.7310000000000001,0.4021456342062053,1.0,5.748228435069297,0.00027691383951366935,0.0010495927788018113,True,False,False,True,True,True,True,True,2,2.50508329025,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Det1,-0.5075988115,1.61432677147,4.0,-0.5075000000000001,0.40301985062773277,1.0,-2.518486368398638,0.0862914028563654,0.4963483390863156,-1.46010267625,2.75183006338,4.0,-1.4625,0.5971808771218314,1.0,-4.8980135032074505,0.016285373183380702,0.1558085088407388,-0.525331741,1.399153603,10.0,-0.5259999999999999,0.26567314923082125,1.0,-6.260918930137777,0.0001476971246958383,0.0002732978291615906,-2.47588069,6.065941214,8.0,-2.475,0.5033601380437556,1.0,-13.907253683123994,2.349804181409544e-06,2.6295427744344893e-05,True,False,False,True,True,True,True,True,2,2.47588069,-1.0,KO_blocks_maturation,0.0,False,True,A_secondary_validated,True
Bbc3,0.08803101725,0.738745975498,4.0,0.08750000000000001,0.10404326023342407,0.75,1.6819926596627446,0.19116066840783597,0.6327744172186105,2.45395481525,2.35219194144,4.0,2.4525,0.6776122293268722,1.0,7.238653300092503,0.005437960029517367,0.10632429311444405,0.205325765,2.939270239,10.0,0.20400000000000001,0.08500980335624043,1.0,7.588591164844676,3.36635025820817e-05,7.126957753864143e-05,0.386114764,0.70081785,10.0,0.386,0.6563738771970337,0.6,1.859670561597589,0.09586368214240544,0.1491918232017568,True,False,False,True,False,True,True,True,1,2.45395481525,1.0,KO_promotes_maturation,0.0,False,False,A_secondary_validated,True
Suz12,1.524830768,6.52901649972,4.0,1.5274999999999999,0.7638662622911596,1.0,3.9993911903331827,0.028019616356542876,0.33330939774865986,2.38729077075,2.22791456325,4.0,2.3875,0.6165157472982069,1.0,7.745138742888178,0.004476258693759201,0.09915096929050961,1.123055583,6.735946435,10.0,1.1219999999999999,0.5055206337145014,1.0,7.018656209219617,6.195937850947438e-05,0.00012517138300476027,1.547009891,3.325441475,10.0,1.5470000000000002,0.5853973009845536,1.0,8.356792100087878,1.559416721973046e-05,0.00010778321460696053,True,False,True,True,True,True,True,True,3,2.38729077075,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Ift57,0.188276049,0.968224671333,4.0,0.1875,0.523601311432022,0.75,0.7161937753257239,0.5255881219660854,0.8535156919818044,2.3188045525,2.27099209552,4.0,2.3175,1.0190641131286424,1.0,4.54829086834392,0.019910263670977844,0.16622253054899905,0.182619472,2.52948489,9.0,0.18222222222222223,0.09121098861674752,1.0,5.993429903097132,0.00032577058351034044,0.0005547542545284783,0.508402245,1.260421046,9.0,0.5088888888888888,0.21554839621558566,1.0,7.082709467899431,0.00010375100615548572,0.0004515090082692435,True,False,False,True,True,True,True,True,2,2.3188045525,1.0,KO_promotes_maturation,0.0,False,False,A_secondary_validated,True
Nae1,0.290673521,1.24919113724,4.0,0.2875,0.4500648101477534,0.75,1.277593775463652,0.29129108158578815,0.7176380998325705,2.316604507,2.24267612746,4.0,2.3175,0.29466082196315146,1.0,15.72995001208415,0.0005584776412161938,0.038379315934070235,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,2.316604507,1.0,KO_promotes_maturation,0.0,False,True,B_primary_reproducible,True
Pdcd10,-1.00698105425,4.31779533841,4.0,-1.0075,0.24904818810824547,1.0,-8.090803692674156,0.003945600770988616,0.13309024671111308,-2.30505222675,4.21196639134,4.0,-2.3025,0.8096243985124625,1.0,-5.68782266006416,0.01077206434363472,0.13650942891221662,-0.920198886,3.957346449,9.0,-0.9199999999999999,0.16301840386901112,1.0,-16.930603750836138,1.5024210806306989e-07,1.1389321095103684e-06,-1.344067842,4.241179297,10.0,-1.343,0.5030363362179273,1.0,-8.442608598688304,1.4359615815358977e-05,0.00010225787020028362,True,False,False,True,True,True,True,True,2,2.30505222675,-1.0,KO_blocks_maturation,0.0,False,True,A_secondary_validated,True
Osbpl5,0.0987611555,0.719516805639,4.0,0.1,0.14023789311975085,0.75,1.4261480656245853,0.24907841330869882,0.6852430437384428,2.2781453715,2.17631647464,4.0,2.2800000000000002,0.3168595903550971,1.0,14.391232390629918,0.0007272418022359172,0.0443555616139146,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,2.2781453715,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Pkia,0.127449183,0.731826005305,4.0,0.1275,0.21761969886325397,0.75,1.17176892226211,0.3258822013453885,0.7398712023612807,2.22532308125,2.16568141792,4.0,2.2275,0.13351029922818683,1.0,33.36821223346833,5.916563569933917e-05,0.008795118611759922,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,2.22532308125,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Kif3b,0.67881030575,3.37347775596,4.0,0.6775,0.2868652413009751,1.0,4.72347222638365,0.017976338811555317,0.2805540294044672,2.20421826425,2.05621661715,4.0,2.2025,1.0234704034150996,1.0,4.303983764749295,0.023083284573528234,0.17370535006022808,0.239131858,3.039358354,10.0,0.24,0.12027745701779143,1.0,6.309965784595427,0.00013932586622256363,0.00026193262849841963,0.519074974,0.999689869,10.0,0.5189999999999999,0.5004764396719057,0.9,3.279319415521967,0.009539632913344663,0.020567098482899043,True,False,False,True,True,True,True,True,2,2.20421826425,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Bambi,0.56640429175,2.80910458805,4.0,0.565,0.1862793601019716,1.0,6.066157836173713,0.008990707453212921,0.2021944508791232,2.19143927125,2.162868396,4.0,2.1925,1.338391447472176,1.0,3.276320995835682,0.04655465867409749,0.21988633914721023,0.223537245,3.141467607,10.0,0.22400000000000003,0.07229568912920512,1.0,9.797958971132712,4.239738886259833e-06,1.1861174265131677e-05,0.508745957,1.053313915,10.0,0.509,0.4503196395648071,0.9,3.5743485018357988,0.005983399703556298,0.01339141838414981,True,False,False,True,True,True,True,True,2,2.19143927125,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Slc2a1,-0.13062743375,0.616976051666,4.0,-0.13,0.1902629759044045,0.75,-1.3665296611918556,0.26518021705663564,0.6956980677268921,2.1851682905,2.02293277969,4.0,2.185,0.2272296928953903,1.0,19.231641535562066,0.0003070510217339974,0.027270294133663497,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,2.1851682905,1.0,KO_promotes_maturation,0.25,False,False,B_primary_reproducible,True
Arnt,0.542105051,2.72260932966,4.0,0.54,0.20215505600075073,1.0,5.3424337801177195,0.012823830434102419,0.23956103912547835,2.17272679825,1.94970386244,4.0,2.17,1.0151190406384203,1.0,4.275360648609766,0.023496751360651977,0.17393666072429398,0.112205235,1.968048591,10.0,0.11299999999999999,0.1241012131734058,0.8,2.879402758937752,0.01819571631367041,0.02238739965294527,0.365207392,1.024227855,9.0,0.3655555555555556,0.24582062114024886,1.0,4.4612476430160095,0.0021075693546197746,0.005759055794600547,True,False,False,True,True,True,True,True,2,2.17272679825,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Acvr1,0.17592124125,0.843466512723,4.0,0.175,0.3964425136973413,0.5,0.8828518332602511,0.4423300113351093,0.8153405186512963,2.168386208,1.77475026825,4.0,2.17,0.8044459791268356,1.0,5.395017331941589,0.012480286942226831,0.14181778530941308,0.120059333,2.276872066,10.0,0.12,0.0793025150224688,0.9,4.785135996162155,0.0009941201225387073,0.0015269165280823282,0.132772395,0.812404134,10.0,0.133,0.35805182740926084,0.6,1.1746425980997977,0.2702798443352811,0.3489877110922586,True,False,False,True,False,True,True,True,1,2.168386208,1.0,KO_promotes_maturation,0.0,False,False,A_secondary_validated,True
Ift52,0.2679803255,1.12999704812,4.0,0.26749999999999996,0.3748221800623152,0.75,1.4273434936829372,0.24876651543199435,0.6846512074086776,2.1542796215,2.04961240878,4.0,2.1550000000000002,1.7655499615322887,0.75,2.44116569562236,0.09240409891342333,0.28934199024868335,0.298355863,3.327044795,10.0,0.297,0.15442006202419278,1.0,6.082088381254929,0.00018318651744808577,0.00033114485846384733,0.752593047,1.250630902,9.0,0.7533333333333334,0.5642694391866354,0.8888888888888888,4.0051788082970985,0.003921334626935726,0.009403200380917302,True,False,False,True,True,True,True,True,2,2.1542796215,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Hdlbp,-0.0190733315,0.453581450952,4.0,-0.017499999999999988,0.3004857179079676,0.75,-0.11647808169944282,0.9146334594721526,0.9785976298992962,2.152544534,1.9477221304,4.0,2.1525000000000003,0.23514180118955175,1.0,18.30810165704935,0.00035554610142312217,0.029795748790693855,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,2.152544534,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Myh9,0.374755939,1.70356216768,4.0,0.37250000000000005,0.3029163801007356,0.75,2.459424610026861,0.0909140202357939,0.5031840148249908,2.131736743,1.67971792581,4.0,2.1325000000000003,1.1683428435181173,1.0,3.650469572062615,0.03548066307807191,0.20126514157412376,0.219281629,3.010478374,9.0,0.22,0.04272001872658766,1.0,15.449431429889236,3.0645052471939354e-07,1.63672439338767e-06,0.040730129,0.799944592,10.0,0.040999999999999995,0.47353164859618646,0.4,0.2738008841674446,0.7904177035333538,0.8520557813318264,True,False,False,True,False,True,True,True,1,2.131736743,1.0,KO_promotes_maturation,0.0,False,True,A_secondary_validated,True
Med26,-1.001619143,4.50251723384,4.0,-1.0,0.16062378404209013,1.0,-12.451456127293804,0.0011163923548686524,0.06822036081063253,-1.53118438775,2.60614405318,4.0,-1.5325,1.083954949863385,1.0,-2.8276082879517217,0.0663203933414862,0.25435964216606605,-0.801484896,2.861640243,9.0,-0.8022222222222222,0.09202958461519016,1.0,-26.15101085949516,4.910493514848831e-09,1.2752868016653955e-07,-2.123666674,6.163229867,10.0,-2.124,0.6320724290423967,1.0,-10.626436847393501,2.15310612140649e-06,2.6295427744344893e-05,True,True,False,True,True,True,True,True,3,2.123666674,-1.0,KO_blocks_maturation,0.0,False,True,A_secondary_validated,True
Ppp2ca,-0.094032817,0.548286200599,4.0,-0.09500000000000001,0.4856953777832356,0.5,-0.3911916989352047,0.7217840296965204,0.9213767941047304,2.1139799165,1.8555617807,4.0,2.1174999999999997,0.2867490191787934,1.0,14.769013027937847,0.0006734333554723024,0.042903231400302305,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,2.1139799165,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Tubgcp5,-0.188809764,0.754828153297,4.0,-0.19,0.2299275248130738,1.0,-1.6526946928556376,0.19696281673908678,0.6388642276154841,2.1121982765,1.83363008663,4.0,2.1125000000000003,0.3121297807002722,1.0,13.536036165857325,0.0008720238490719239,0.04900166186741964,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,2.1121982765,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
