gene,avg_lfc_pD4,avg_neglogp_pD4,n_guides_pD4,guide_mean_lfc_pD4,guide_sd_pD4,guide_consistency_pD4,guide_t_pD4,guide_p_pD4,guide_FDR_pD4,avg_lfc_pD15,avg_neglogp_pD15,n_guides_pD15,guide_mean_lfc_pD15,guide_sd_pD15,guide_consistency_pD15,guide_t_pD15,guide_p_pD15,guide_FDR_pD15,avg_lfc_sD4,avg_neglogp_sD4,n_guides_sD4,guide_mean_lfc_sD4,guide_sd_sD4,guide_consistency_sD4,guide_t_sD4,guide_p_sD4,guide_FDR_sD4,avg_lfc_sD15,avg_neglogp_sD15,n_guides_sD15,guide_mean_lfc_sD15,guide_sd_sD15,guide_consistency_sD15,guide_t_sD15,guide_p_sD15,guide_FDR_sD15,in_secondary_library,sig_pD4,sig_pD15,sig_sD4,sig_sD15,primary_sign_agree,secondary_sign_agree,cross_library_agree,n_sig_timepoints,max_abs_lfc,screen_direction,effect_class,frac_multimapping_guides,multimapping_artifact,d4_concordant,crispr_tier,CRISPR_CAUSAL
Polrmt,-0.23217715,0.797758901212,4.0,-0.23249999999999998,0.26550266790875504,0.75,-1.7513948302764548,0.17817454947828074,0.6228104104665798,0.5308250275,0.775163099478,4.0,0.5325,0.07274384280931731,1.0,14.640414348079927,0.0006911369284118823,0.0432758838573252,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,0.5308250275,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Rab40b,-0.089021667,0.488293595527,4.0,-0.09000000000000001,0.3269046751985457,0.75,-0.5506192283444002,0.620244347898947,0.8865185415469006,0.5272374255,0.788944649136,4.0,0.5275,0.05315072906367321,1.0,19.849210322893914,0.0002794389611049367,0.02535515421973798,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,False,1,0.5272374255,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Msh2,0.01382494425,0.523664393743,4.0,0.015,0.22752289262108694,0.5,0.1318548637211708,0.9034453396436036,0.9755598990282129,0.44377756725,0.830932263081,4.0,0.4425,0.050579969684978396,1.0,17.49704488776777,0.0004069051352810035,0.0316577463800996,,,,,,,,,,,,,,,,,,,False,False,True,False,False,True,False,False,1,0.44377756725,1.0,KO_promotes_maturation,0.0,False,False,B_primary_reproducible,True
Wbp1l,0.04820082,0.550367654565,4.0,0.04750000000000001,0.24212600025606504,0.5,0.3923576976430905,0.7210083045971535,0.9212387913858514,0.4244911945,0.614073980017,4.0,0.42499999999999993,0.647070320753471,0.75,1.313613022785886,0.2804037830416446,0.49597158586944057,-0.086288223,1.039745039,10.0,-0.08499999999999999,0.10024968827881711,0.8,-2.6812412659751748,0.02515486165156665,0.030471095299578154,-0.220815534,1.332465184,7.0,-0.22285714285714284,0.1136829341801553,1.0,-5.186570720984437,0.0020412648383015914,0.005710681392867547,True,False,False,True,True,True,True,False,2,0.4244911945,-1.0,KO_blocks_maturation,0.0,False,False,A_secondary_validated,True
Zdhhc5,0.0207537965,0.504582559012,4.0,0.020000000000000004,0.2531139400875951,0.5,0.15803159630859215,0.8844700768614032,0.9708558686051327,0.383694484,0.701919916537,4.0,0.38249999999999995,0.45242863157261237,0.75,1.6908744199961658,0.18944013195253243,0.4047993328891737,-0.027838887,1.32687909,10.0,-0.026999999999999996,0.06307843442008441,0.6,-1.3535766638710431,0.20888478699860227,0.22831592997521644,-0.416912432,1.667813404,10.0,-0.4169999999999999,0.4252855250038235,0.9,-3.100669330982658,0.012708722507103637,0.02662056087580931,True,False,False,False,True,True,True,False,1,0.416912432,-1.0,KO_blocks_maturation,0.0,False,False,A_secondary_validated,True
Pebp1,-0.0567599585,0.62725398648,4.0,-0.05749999999999994,0.5648819935762395,0.5,-0.2035823434058159,0.8517069895329691,0.9593088559627616,-0.07461166025,0.986517309814,4.0,-0.07249999999999995,0.6301520980419463,0.25,-0.23010317739249667,0.8328091053092703,0.9046268059329553,-0.320637372,1.220637708,9.0,-0.32111111111111107,0.11548208134213338,1.0,-8.341842493116403,3.227196142342767e-05,6.894464485914094e-05,-0.274033611,1.534686883,9.0,-0.27444444444444444,0.2158767652568886,0.8888888888888888,-3.8139043465543168,0.0051340349372865045,0.01194552683428048,True,False,False,True,True,True,True,True,2,0.320637372,-1.0,KO_blocks_maturation,0.75,True,False,A_secondary_validated,True
ONE_INTERGENIC_SITE_7,,,,,,,,,,,,,,,,,,,-0.048429389,1.08167035,8.0,-0.0475,0.06204836822995429,0.875,-2.1652509527331207,0.06708578689234572,0.07766088630394702,-0.250079569,0.931921834,8.0,-0.25,0.7752418977325723,0.625,-0.9121111529894005,0.39203907533816196,0.47735327826149254,True,False,False,True,False,False,True,False,1,0.250079569,-1.0,KO_blocks_maturation,,False,False,A_secondary_validated,True
Vti1a,-0.1103128565,0.671896989699,4.0,-0.11000000000000001,0.4916638417997945,0.75,-0.4474601979976068,0.684878326407603,0.9098155419866287,0.19671886525,0.684915590291,4.0,0.1974999999999999,1.485538622857043,0.5,0.26589682282398097,0.8075451332970536,0.8891650553638498,-0.079802649,1.0207274,10.0,-0.078,0.11183320914051724,0.8,-2.2055850796806777,0.05483876735888314,0.06411497676287332,-0.047176956,0.951515505,10.0,-0.04799999999999999,0.37413010214808073,0.6,-0.4057126834130121,0.6944296406772675,0.7674286387091624,True,False,False,True,False,False,True,False,1,0.19671886525,-1.0,KO_blocks_maturation,0.0,False,False,A_secondary_validated,True
Zkscan3,-0.04161555225,0.474789993752,4.0,-0.04000000000000001,0.1849324200890693,0.75,-0.43259045634870025,0.6945238350424404,0.9130432083416119,0.10624177375,0.737430795433,4.0,0.10749999999999998,1.3023152460138059,0.75,0.16509059588919284,0.8793701152749137,0.932490013971577,-0.13032407,0.994944824,9.0,-0.13,0.07697402159170326,1.0,-5.066644459200721,0.0009690306558322259,0.0014981723955300862,-0.1199708,1.068597786,10.0,-0.119,0.3853555356925457,0.6,-0.9765294817518213,0.35431843667663443,0.442898045845793,True,False,False,True,False,False,True,False,1,0.13032407,-1.0,KO_blocks_maturation,0.0,False,False,A_secondary_validated,True
Alad,0.01795538975,0.509620163956,4.0,0.0175,0.34615747861341956,0.5,0.10111005008528841,0.9258418181656817,0.981450367147367,0.0255646465,0.87986925583,4.0,0.025000000000000022,0.6747098141670487,0.5,0.07410593258040374,0.9455907154745072,0.9714052539501873,-0.118869992,1.147984665,10.0,-0.11800000000000002,0.059217114643206545,1.0,-6.301366862403805,0.000140755344967074,0.0002625198894227174,-0.093977221,1.060016035,10.0,-0.09299999999999997,0.3452229553330556,0.5,-0.8518895335680462,0.41636707274291984,0.4941730408817483,True,False,False,True,False,True,True,False,1,0.118869992,-1.0,KO_blocks_maturation,0.0,False,False,A_secondary_validated,True
ONE_INTERGENIC_SITE_10,,,,,,,,,,,,,,,,,,,-0.109243986,0.993045198,8.0,-0.11,0.06590035768383312,1.0,-4.721172914034237,0.002154600096719288,0.003106325292816151,-0.090632856,0.900483376,8.0,-0.08875,0.49472755850352335,0.75,-0.5073962487162247,0.6274680921757044,0.7089182772177429,True,False,False,True,False,False,True,False,1,0.109243986,-1.0,KO_blocks_maturation,,False,False,A_secondary_validated,True
